A,B,C,D,E,F,G,J,K,price
38.13,B,E,10,7441.5,7380.0,536.2800000000001,-89,1625,107256
38.13,A,E,10,7601.4,6888.0,536.2800000000001,-19,122,107256
38.13,B,E,10,7503.0,7257.0,539.9699999999999,-42,1378,107256
38.13,A,E,10,7724.4,7011.0,537.51,78,1766,107256
38.13,A,E,10,7662.9,7011.0,535.05,72,1477,107256
38.13,A,E,10,7576.8,6888.0,538.74,-55,1552,107256
38.13,B,E,10,7539.9,7380.0,539.9699999999999,-33,223,107256
38.13,A,E,10,7601.4,6765.0,535.05,-25,947,107256
38.13,A,E,10,7589.1,6765.0,536.2800000000001,84,1009,107256
38.13,A,E,10,7626.0,6765.0,535.05,-65,200,107256
38.13,B,E,10,7576.8,7257.0,535.05,-7,1425,107256
38.13,B,E,10,7576.8,7257.0,535.05,27,761,107256
38.13,A,E,10,7589.1,6888.0,535.05,57,1592,107256
38.13,B,E,10,7589.1,7134.0,533.8199999999999,13,739,107256
38.13,B,E,10,7712.1,7134.0,532.59,-68,301,107256
38.13,A,E,10,7699.8,6888.0,532.59,11,181,107256
38.13,A,E,10,7736.7,6888.0,532.59,-26,1285,107256
50.43,D,H,9,7675.2,6642.0,584.25,-5,163,107379
50.43,D,H,9,7626.0,6888.0,586.7099999999999,71,1779,107379
50.43,C,D,10,7847.4,6765.0,578.1,159,1273,107379
36.9,A,G,22,7638.3,6888.0,535.05,76,245,107379
51.66,B,E,5,7527.6,7380.0,597.7800000000001,7,291,107379
46.74,A,G,9,7466.1,7011.0,578.1,68,569,107379
40.59,A,E,10,7576.8,6765.0,548.58,63,1610,107379
40.59,A,E,10,7613.7,6765.0,548.58,63,926,107379
49.2,A,G,5,7601.4,7011.0,583.02,-49,77,107379
36.9,A,F,19,7306.2,7380.0,537.51,70,843,107379
36.9,A,F,19,7601.4,6765.0,530.13,42,127,107379
36.9,A,F,19,7539.9,6765.0,531.36,151,842,107379
36.9,A,F,19,7429.2,7380.0,531.36,143,950,107379
36.9,A,F,19,7539.9,6888.0,528.9,16,344,107379
36.9,A,F,19,7355.4,7134.0,537.51,43,117,107379
36.9,A,F,19,7380.0,7257.0,537.51,-23,759,107379
36.9,A,F,19,7589.1,6888.0,530.13,124,1525,107379
36.9,A,F,19,7478.4,7011.0,533.8199999999999,-64,1084,107379
36.9,A,F,19,7539.9,7134.0,527.67,41,1791,107379
46.74,C,F,10,6912.6,7503.0,595.3199999999999,-55,1344,107379
39.36,B,F,4,7638.3,7380.0,537.51,81,152,107502
56.580000000000005,D,J,4,7687.5,7134.0,599.01,132,1459,107502
52.89,A,I,9,7699.8,7011.0,589.17,141,629,107502
38.13,A,F,19,7650.6,6888.0,530.13,108,1514,107502
38.13,A,F,19,7662.9,7011.0,528.9,90,1390,107502
38.13,B,F,19,7478.4,7257.0,536.2800000000001,106,1323,107502
38.13,B,F,19,7576.8,7134.0,532.59,60,1136,107502
46.74,A,I,4,7564.5,6888.0,574.41,-18,1592,107502
45.51,A,E,4,7552.2,6888.0,571.95,-69,740,107502
47.97,A,H,5,7601.4,6765.0,575.64,18,169,107502
45.51,A,D,5,7564.5,7011.0,569.49,-11,1657,107502
45.51,B,I,22,7675.2,7134.0,563.34,142,1192,107502
45.51,B,D,5,7503.0,7626.0,570.7199999999999,-20,1378,107502
45.51,B,D,5,7662.9,6888.0,570.7199999999999,14,1534,107502
45.51,B,D,5,7613.7,7257.0,571.95,159,817,107502
45.51,B,D,5,7429.2,7257.0,575.64,56,1861,107502
45.51,B,D,5,7650.6,7134.0,568.26,70,226,107502
45.51,C,D,5,7835.1,6765.0,564.5699999999999,106,112,107502
45.51,B,D,5,7712.1,7134.0,563.34,-19,1558,107502
50.43,A,I,22,7503.0,6888.0,589.17,146,374,107625
50.43,A,I,22,7589.1,7011.0,581.7900000000001,144,114,107625
61.5,A,J,10,7589.1,7011.0,626.0699999999999,100,1804,107625
44.28,A,F,10,7503.0,7011.0,565.8,-33,1708,107625
47.97,A,E,10,7478.4,7011.0,581.7900000000001,9,296,107625
50.43,A,E,10,7662.9,6642.0,583.02,113,1117,107625
41.82,A,E,4,7527.6,6765.0,555.9599999999999,48,1124,107625
41.82,A,E,4,7416.9,7011.0,555.9599999999999,116,200,107625
39.36,D,G,22,7527.6,7257.0,542.4300000000001,69,382,107748
45.51,A,D,10,7576.8,6888.0,564.5699999999999,-28,1057,107748
45.51,B,E,4,7429.2,7134.0,567.0300000000001,-65,259,107748
45.51,A,D,10,7503.0,6888.0,571.95,105,1343,107748
45.51,A,E,4,7527.6,6888.0,570.7199999999999,92,159,107748
47.97,A,E,4,7404.6,6888.0,587.94,19,715,107748
47.97,D,D,4,7589.1,7257.0,570.7199999999999,-11,1759,107748
45.51,B,D,10,7503.0,7257.0,564.5699999999999,22,1542,107748
39.36,A,F,4,7626.0,6642.0,546.12,-38,1094,107748
39.36,A,F,4,7613.7,6765.0,542.4300000000001,62,550,107748
45.51,A,F,9,7441.5,7380.0,571.95,-76,254,107748
45.51,A,E,9,7552.2,6888.0,570.7199999999999,130,1306,107748
50.43,A,G,5,7601.4,6765.0,590.4,116,102,107748
50.43,C,H,5,7847.4,6888.0,583.02,105,117,107748
50.43,D,H,5,7785.9,6888.0,583.02,110,1245,107748
50.43,A,H,5,7724.4,6888.0,586.7099999999999,-78,1259,107748
50.43,A,H,5,7675.2,6888.0,587.94,144,1352,107748
50.43,A,H,5,7527.6,7011.0,587.94,-84,276,107748
50.43,B,H,5,7626.0,7257.0,590.4,-43,1570,107748
50.43,A,H,5,7736.7,6765.0,592.86,-56,662,107748
50.43,B,H,5,7380.0,7503.0,594.09,-48,350,107748
50.43,B,H,5,7490.7,7380.0,594.09,96,1419,107748
50.43,B,H,5,7441.5,7134.0,596.55,-26,187,107748
50.43,B,H,5,7589.1,7380.0,584.25,143,1155,107748
50.43,B,H,5,7736.7,7134.0,581.7900000000001,125,439,107748
50.43,B,H,5,7552.2,7380.0,587.94,56,1299,107748
50.43,A,E,3,7355.4,6765.0,606.39,-64,1725,107748
50.43,B,E,3,7380.0,7257.0,592.86,59,450,107748
50.43,B,E,3,7539.9,7011.0,594.09,150,532,107748
50.43,B,E,3,7736.7,7134.0,586.7099999999999,-59,425,107748
50.43,A,E,3,7613.7,7011.0,590.4,81,112,107748
50.43,B,E,3,7613.7,6765.0,590.4,103,695,107748
50.43,A,E,3,7724.4,7011.0,581.7900000000001,-72,530,107748
50.43,B,E,3,7736.7,7134.0,584.25,-6,1766,107748
50.43,B,E,3,7638.3,7134.0,586.7099999999999,37,1777,107748
50.43,A,D,3,7503.0,6888.0,594.09,161,534,107748
50.43,A,D,3,7699.8,6765.0,590.4,20,674,107748
50.43,B,D,3,7527.6,7257.0,590.4,-53,1108,107748
50.43,B,D,3,7662.9,7134.0,586.7099999999999,-56,761,107748
50.43,B,D,3,7626.0,7134.0,587.94,123,1392,107748
50.43,A,D,3,7662.9,7011.0,587.94,32,634,107748
50.43,B,D,3,7712.1,7134.0,587.94,117,1293,107748
50.43,B,D,3,7662.9,7134.0,586.7099999999999,-89,1161,107748
50.43,A,D,3,7712.1,6765.0,584.25,135,462,107748
50.43,B,D,3,7613.7,7134.0,581.7900000000001,41,366,107748
50.43,B,D,3,7675.2,7380.0,586.7099999999999,3,1555,107748
49.2,B,H,9,7490.7,7134.0,583.02,-43,1059,107871
49.2,A,G,4,7675.2,7011.0,580.56,60,543,107871
49.2,B,G,4,7539.9,7380.0,573.1800000000001,29,1475,107871
49.2,A,H,9,7675.2,7011.0,576.87,119,1785,107871
49.2,A,G,4,7539.9,6765.0,584.25,82,1394,107871
49.2,A,H,9,7478.4,6765.0,589.17,120,877,107871
49.2,B,G,4,7416.9,7257.0,585.48,140,672,107871
49.2,B,G,4,7466.1,7134.0,587.94,-34,577,107871
49.2,C,H,9,7773.6,6765.0,578.1,89,675,107871
49.2,A,H,9,7650.6,6888.0,578.1,-20,1513,107871
49.2,A,G,4,7650.6,6888.0,580.56,24,1241,107871
61.5,C,J,5,7785.9,7380.0,611.31,85,846,107871
49.2,C,F,4,7761.3,7257.0,570.7199999999999,129,470,107871
49.2,A,G,4,7466.1,7011.0,586.7099999999999,128,1535,107871
44.28,A,H,19,7650.6,6654.3,562.11,118,1775,107871
38.13,A,D,4,7441.5,6765.0,544.89,-18,978,107871
38.13,A,D,4,7638.3,7011.0,535.05,44,1506,107871
38.13,B,D,4,7330.8,7134.0,542.4300000000001,87,1356,107871
38.13,D,E,22,7662.9,7257.0,531.36,-25,652,107994
38.13,D,G,19,7478.4,6888.0,542.4300000000001,24,1436,107994
38.13,A,F,22,7527.6,7011.0,543.66,37,1691,107994
38.13,A,F,22,7466.1,6888.0,541.2,-30,929,107994
47.97,B,G,5,7675.2,7134.0,580.56,-51,778,107994
54.12,D,E,3,7773.6,7257.0,596.55,-38,1656,107994
50.43,A,I,4,7613.7,6765.0,592.86,121,936,107994
50.43,D,F,5,7761.3,6888.0,581.7900000000001,-31,856,107994
50.43,D,E,5,7761.3,7011.0,581.7900000000001,-55,1288,107994
44.28,A,E,10,7589.1,7011.0,564.5699999999999,-68,159,107994
44.28,B,E,10,7687.5,7134.0,562.11,101,1574,107994
36.9,B,H,22,7601.4,7134.0,536.2800000000001,-28,1189,107994
36.9,B,H,22,7662.9,7134.0,531.36,-17,848,107994
36.9,B,H,22,7712.1,7257.0,531.36,-52,841,107994
36.9,A,H,22,7613.7,6765.0,533.8199999999999,122,1089,107994
36.9,D,H,22,7798.2,7011.0,530.13,-25,653,107994
36.9,A,H,22,7675.2,6519.0,530.13,-19,484,107994
36.9,A,H,22,7749.0,6642.0,528.9,95,102,107994
36.9,B,H,22,7687.5,7257.0,527.67,98,1699,107994
36.9,B,H,22,7650.6,7134.0,527.67,129,608,107994
36.9,B,H,22,7749.0,7134.0,522.75,6,1384,107994
36.9,D,H,22,7785.9,7380.0,522.75,35,794,107994
36.9,D,H,22,7785.9,7257.0,526.44,128,854,107994
36.9,B,H,22,7539.9,7503.0,527.67,80,1683,107994
36.9,B,H,22,7699.8,7380.0,523.98,-84,638,107994
36.9,B,G,9,7453.8,7134.0,536.2800000000001,137,940,107994
36.9,A,G,9,7490.7,7011.0,535.05,-76,1769,107994
36.9,A,G,9,7515.3,7011.0,535.05,-89,1762,107994
36.9,A,G,9,7453.8,7011.0,535.05,114,1533,107994
36.9,B,G,9,7527.6,7257.0,535.05,-35,1448,107994
36.9,B,G,9,7503.0,7380.0,531.36,-24,548,107994
36.9,A,G,9,7736.7,6765.0,531.36,40,391,107994
36.9,A,G,9,7564.5,6888.0,533.8199999999999,-13,1635,107994
36.9,D,G,9,7810.5,6888.0,533.8199999999999,22,672,107994
36.9,B,G,9,7539.9,7134.0,533.8199999999999,-20,1050,107994
36.9,A,G,9,7626.0,7011.0,531.36,-88,1515,107994
36.9,B,G,9,7539.9,7011.0,532.59,-5,1771,107994
36.9,B,G,9,7650.6,7257.0,530.13,32,701,107994
36.9,C,G,9,7847.4,6888.0,527.67,-13,1510,107994
36.9,B,G,9,7699.8,7134.0,527.67,99,1512,107994
36.9,C,G,9,7822.8,7011.0,528.9,11,1427,107994
36.9,A,G,9,7712.1,7011.0,527.67,36,1456,107994
36.9,B,G,9,7626.0,7134.0,527.67,-49,262,107994
36.9,B,G,9,7662.9,7257.0,527.67,86,1011,107994
36.9,B,G,9,7626.0,7380.0,532.59,-48,165,107994
36.9,B,G,9,7613.7,7257.0,526.44,-38,1350,107994
36.9,B,G,9,7699.8,7134.0,526.44,8,585,107994
36.9,B,G,9,7724.4,7380.0,526.44,19,476,107994
36.9,B,G,9,7576.8,7380.0,525.2099999999999,1,688,107994
36.9,D,G,9,7773.6,7011.0,525.2099999999999,29,799,107994
36.9,D,G,9,7773.6,7011.0,526.44,-74,545,107994
36.9,C,G,9,7847.4,7011.0,523.98,-53,1020,107994
36.9,B,G,9,7601.4,7257.0,523.98,148,457,107994
36.9,D,G,9,7785.9,7011.0,525.2099999999999,57,401,107994
36.9,A,G,22,7589.1,7011.0,533.8199999999999,-56,763,107994
36.9,C,G,22,7872.0,7011.0,525.2099999999999,-60,1258,107994
47.97,B,G,5,7490.7,7134.0,581.7900000000001,80,893,107994
36.9,A,G,9,7650.6,6765.0,532.59,73,410,107994
49.2,D,E,10,7626.0,7380.0,574.41,45,1334,108117
41.82,B,G,19,7441.5,7134.0,549.81,-10,1008,108117
38.13,B,E,4,7699.8,7380.0,532.59,7,1274,108117
46.74,A,G,9,7626.0,7011.0,570.7199999999999,-33,1336,108117
46.74,A,G,9,7380.0,6888.0,580.56,78,1703,108117
39.36,A,E,22,7589.1,6765.0,538.74,103,1299,108117
46.74,A,F,4,7355.4,7011.0,580.56,2,963,108117
38.13,A,D,10,7306.2,7011.0,553.5,119,687,108117
43.05,B,F,10,7429.2,7257.0,562.11,31,840,108117
43.05,B,F,10,7490.7,7011.0,563.34,70,1838,108117
38.13,A,D,10,7306.2,6888.0,547.35,149,621,108117
38.13,A,D,10,7601.4,6888.0,539.9699999999999,-84,526,108117
36.9,D,D,9,7330.8,7503.0,539.9699999999999,-19,474,108240
52.89,A,G,4,7527.6,7011.0,594.09,73,809,108240
40.59,A,F,22,7613.7,6765.0,546.12,-14,1759,108240
40.59,A,F,22,7699.8,6642.0,546.12,151,1251,108240
40.59,A,F,22,7687.5,6642.0,544.89,-50,797,108240
40.59,A,F,22,7453.8,7011.0,554.73,20,528,108240
40.59,A,F,22,7601.4,6519.0,551.0400000000001,-15,528,108240
40.59,A,F,22,7589.1,6765.0,543.66,99,1779,108240
40.59,A,F,22,7613.7,6642.0,543.66,119,571,108240
41.82,B,F,10,7281.6,7380.0,565.8,-60,334,108240
41.82,B,F,10,7527.6,7257.0,557.19,-73,1590,108240
41.82,B,H,9,7712.1,7257.0,549.81,-59,615,108240
41.82,B,H,9,7552.2,7134.0,553.5,27,723,108240
41.82,A,H,9,7601.4,6642.0,552.27,126,1693,108240
41.82,D,G,4,7761.3,7011.0,547.35,47,1071,108240
41.82,B,G,4,7429.2,7503.0,557.19,36,125,108240
41.82,A,F,10,7687.5,6765.0,554.73,27,172,108240
41.82,A,F,10,7736.7,6765.0,551.0400000000001,69,661,108240
41.82,B,F,10,7466.1,7380.0,553.5,-20,1031,108240
41.82,A,F,10,7638.3,6888.0,554.73,73,1800,108240
41.82,B,F,10,7527.6,7257.0,555.9599999999999,64,1834,108240
41.82,A,F,10,7576.8,7011.0,557.19,-5,1375,108240
28.290000000000003,D,F,4,7638.3,7134.0,480.93,3,1286,45879
28.290000000000003,D,D,4,7257.0,7503.0,496.92,59,1553,45879
36.9,A,J,4,7699.8,6519.0,526.44,135,1740,45879
31.98,C,F,4,7687.5,6888.0,499.37999999999994,133,458,45879
29.52,C,F,4,7170.9,7503.0,503.07,150,699,45879
34.440000000000005,C,E,5,7699.8,7380.0,506.76,-33,1051,45879
39.36,C,J,5,7773.6,6888.0,530.13,51,1376,46002
39.36,C,I,3,7798.2,6888.0,533.8199999999999,-79,255,46002
39.36,D,J,5,7749.0,7134.0,531.36,87,947,46002
39.36,C,I,3,7761.3,7134.0,533.8199999999999,-44,383,46002
34.440000000000005,C,J,9,7183.2,7380.0,525.2099999999999,-74,1598,46125
34.440000000000005,D,H,10,7552.2,7011.0,517.83,80,1512,46248
28.290000000000003,C,F,4,7773.6,7134.0,474.78,75,935,46248
33.21,C,E,4,7072.5,7749.0,521.52,-90,975,46371
38.13,C,I,5,7908.9,6765.0,525.2099999999999,137,938,46371
28.290000000000003,D,H,9,7626.0,6765.0,483.39000000000004,72,1389,46494
29.52,D,E,4,7392.3,7011.0,501.84000000000003,106,1341,46494
28.290000000000003,D,E,4,7330.8,7995.0,485.85,128,323,46494
28.290000000000003,D,E,4,7429.2,7626.0,483.39000000000004,-47,1258,46494
29.52,C,E,10,7749.0,7257.0,487.08,-8,120,46494
36.9,C,H,3,7773.6,6765.0,523.98,14,73,46494
36.9,B,H,3,7613.7,7380.0,525.2099999999999,118,297,46494
34.440000000000005,D,I,10,7613.7,7011.0,511.68,-28,1488,46617
38.13,A,I,3,7503.0,6888.0,539.9699999999999,-11,1251,46617
29.52,D,E,9,7638.3,7257.0,485.85,-58,285,57933
35.669999999999995,D,G,10,7613.7,6765.0,522.75,133,1013,57933
35.669999999999995,D,G,10,7589.1,6888.0,525.2099999999999,-26,375,57933
35.669999999999995,D,G,10,7626.0,6765.0,521.52,144,502,57933
35.669999999999995,D,G,10,7687.5,6888.0,517.83,117,1475,57933
36.9,D,F,5,7416.9,7503.0,530.13,58,1533,57933
39.36,A,H,5,7503.0,6961.8,541.2,11,323,57933
29.52,C,F,9,7872.0,7503.0,480.93,16,628,57933
38.13,D,G,10,7232.4,7626.0,541.2,-11,1003,57933
44.28,D,E,3,7675.2,7134.0,558.42,142,901,57933
39.36,A,I,4,7638.3,7011.0,537.51,108,1552,57933
39.36,A,I,4,7662.9,6888.0,537.51,79,984,57933
38.13,B,E,5,7712.1,7134.0,531.36,118,1729,57933
38.13,B,G,10,7527.6,7257.0,536.2800000000001,121,1644,57933
28.290000000000003,D,F,9,7478.4,7257.0,488.31,-1,218,58056
28.290000000000003,D,F,9,7761.3,6888.0,483.39000000000004,90,870,58056
28.290000000000003,D,D,9,7195.5,7626.0,496.92,18,1569,58056
28.290000000000003,D,E,22,7613.7,7134.0,484.62,-90,1384,58056
28.290000000000003,D,E,22,7552.2,7380.0,485.85,-5,1585,58056
28.290000000000003,D,E,22,7539.9,7134.0,484.62,-49,1060,58056
28.290000000000003,D,E,22,7699.8,7134.0,487.08,24,354,58056
28.290000000000003,D,E,22,7601.4,7257.0,478.47,140,1759,58056
28.290000000000003,D,D,22,7441.5,6765.0,493.22999999999996,-72,359,58056
28.290000000000003,C,E,9,7933.5,6765.0,473.55,-40,1112,58056
28.290000000000003,C,F,22,7416.9,8118.0,483.39000000000004,121,95,58056
30.75,A,H,10,7503.0,6765.0,505.53000000000003,146,1372,58056
43.05,A,I,5,7539.9,6642.0,554.73,-18,1211,58056
43.05,C,I,5,7822.8,6888.0,553.5,-64,561,58056
41.82,A,F,10,7638.3,6888.0,549.81,138,923,108240
41.82,A,F,10,7699.8,6642.0,551.0400000000001,100,1661,108240
41.82,B,F,10,7736.7,7134.0,548.58,13,880,108240
41.82,B,F,10,7662.9,7011.0,551.0400000000001,138,1399,108240
41.82,B,F,10,7699.8,7257.0,551.0400000000001,142,566,108240
56.580000000000005,B,I,3,7416.9,7626.0,608.85,28,1125,108240
41.82,B,F,10,7699.8,7134.0,552.27,6,484,108240
41.82,A,H,9,7749.0,6765.0,551.0400000000001,-9,770,108240
41.82,A,D,10,7576.8,6765.0,558.42,134,1101,108363
41.82,B,D,10,7293.9,7257.0,564.5699999999999,39,1293,108363
49.2,D,D,10,7576.8,7257.0,578.1,81,650,108363
38.13,B,D,22,7712.1,7134.0,528.9,89,355,108486
43.05,A,D,9,7576.8,6888.0,559.65,149,1546,108486
38.13,A,F,22,7613.7,6580.5,536.2800000000001,140,1702,108486
46.74,A,G,4,7626.0,6765.0,570.7199999999999,45,316,108486
52.89,B,E,3,7601.4,7380.0,596.55,34,890,108486
51.66,B,G,5,7453.8,7626.0,596.55,15,104,108486
51.66,D,G,5,7761.3,6888.0,589.17,-27,315,108486
51.66,A,G,5,7749.0,6765.0,591.63,117,1239,108486
51.66,B,G,5,7576.8,7503.0,592.86,26,662,108486
51.66,B,G,5,7712.1,7134.0,589.17,3,1347,108486
49.2,D,I,4,7810.5,6765.0,579.33,-42,1590,108486
49.2,D,F,5,7785.9,7134.0,580.56,-14,338,108486
49.2,B,F,5,7736.7,7134.0,580.56,100,628,108486
49.2,C,F,5,7822.8,6888.0,575.64,76,1317,108486
49.2,A,F,5,7638.3,7011.0,576.87,65,198,108486
49.2,D,F,5,7761.3,7134.0,576.87,80,74,108486
49.2,B,E,5,7552.2,7134.0,591.63,60,1806,108486
49.2,B,E,5,7478.4,7626.0,585.48,27,737,108486
49.2,C,E,5,7847.4,6888.0,583.02,112,1708,108486
49.2,B,E,5,7503.0,7257.0,583.02,31,1541,108486
49.2,B,E,5,7736.7,7257.0,580.56,141,135,108486
49.2,D,E,5,7773.6,6888.0,583.02,-57,720,108486
49.2,D,E,5,7810.5,7011.0,580.56,23,1096,108486
49.2,B,E,5,7626.0,7503.0,579.33,48,1708,108486
49.2,D,E,5,7810.5,6765.0,579.33,151,920,108486
49.2,C,E,5,7896.6,6888.0,576.87,-58,1287,108486
49.2,D,E,5,7773.6,7134.0,578.1,133,389,108486
49.2,B,E,5,7650.6,7626.0,576.87,-46,1634,108486
49.2,C,E,5,7835.1,6888.0,576.87,127,580,108486
49.2,C,E,5,7859.7,7134.0,574.41,159,1805,108486
49.2,A,E,5,7749.0,7011.0,575.64,9,250,108486
49.2,D,E,5,7773.6,6888.0,576.87,-58,1550,108486
49.2,C,E,5,7822.8,7011.0,576.87,-25,1302,108486
36.9,B,F,9,7318.5,7257.0,543.66,106,495,108486
49.2,B,F,5,7564.5,7380.0,586.7099999999999,-44,74,108486
46.74,D,F,4,7712.1,7011.0,579.33,84,1704,108609
54.12,A,D,5,7675.2,7011.0,597.7800000000001,73,527,108609
49.2,A,G,9,7552.2,6519.0,581.7900000000001,55,1646,108609
39.36,A,E,9,7515.3,6765.0,542.4300000000001,59,1215,108609
39.36,A,G,19,7662.9,6642.0,539.9699999999999,105,942,108609
49.2,C,F,4,7749.0,7626.0,571.95,-62,1215,108609
51.66,B,F,10,7613.7,7134.0,585.48,36,1400,108732
51.66,A,I,22,7404.6,7011.0,596.55,57,1217,108732
51.66,A,I,22,7712.1,6765.0,586.7099999999999,-85,1409,108732
51.66,D,F,10,7589.1,7257.0,584.25,82,974,108732
51.66,A,I,22,7675.2,7011.0,589.17,48,1325,108732
51.66,A,I,22,7626.0,6765.0,590.4,1,1171,108732
38.13,A,F,22,7503.0,7011.0,538.74,2,1002,108732
57.809999999999995,A,I,10,7638.3,6642.0,613.77,92,1414,108732
57.809999999999995,A,I,10,7638.3,6642.0,612.5400000000001,-14,839,108732
46.74,A,D,5,7539.9,7011.0,574.41,87,635,108732
49.2,B,D,5,7490.7,7380.0,587.94,-39,1646,108732
43.05,D,E,4,7367.7,7367.7,558.42,60,596,108855
41.82,A,D,9,7527.6,6888.0,553.5,-70,517,108855
36.9,A,D,4,7515.3,7011.0,533.8199999999999,-3,151,108855
36.9,A,D,4,7478.4,6888.0,537.51,-39,773,108855
36.9,A,D,4,7466.1,6888.0,538.74,-38,337,108855
51.66,A,H,5,7589.1,6765.0,595.3199999999999,-74,1345,108855
39.36,D,F,22,7576.8,6888.0,537.51,-44,703,108978
39.36,D,F,22,7564.5,6888.0,538.74,119,1127,108978
39.36,D,F,22,7306.2,7257.0,547.35,159,222,108978
40.59,D,E,4,7170.9,7626.0,552.27,22,452,108978
36.9,D,F,19,7675.2,6888.0,526.44,-61,825,108978
36.9,D,F,19,7626.0,6765.0,532.59,-5,1806,108978
36.9,D,F,19,7687.5,6888.0,525.2099999999999,114,255,108978
47.97,A,G,9,7638.3,6888.0,574.41,9,1735,108978
45.51,A,E,4,7576.8,6728.1,567.0300000000001,140,116,108978
47.97,A,F,5,7601.4,6765.0,578.1,57,282,108978
36.9,A,F,19,7626.0,7134.0,522.75,-50,1001,108978
36.9,A,F,19,7515.3,7134.0,531.36,155,179,108978
36.9,A,F,19,7601.4,7134.0,525.2099999999999,153,1570,108978
36.9,A,F,19,7601.4,6888.0,527.67,28,923,108978
36.9,A,F,19,7589.1,7011.0,526.44,1,1367,108978
36.9,A,F,19,7552.2,7011.0,533.8199999999999,161,1007,108978
36.9,A,F,19,7662.9,7011.0,527.67,151,1481,108978
36.9,A,F,19,7589.1,7134.0,528.9,-37,1532,108978
36.9,A,F,19,7601.4,6642.0,533.8199999999999,139,686,108978
36.9,A,F,19,7650.6,6888.0,530.13,-19,597,108978
36.9,A,F,19,7675.2,6642.0,532.59,141,839,108978
36.9,A,F,19,7552.2,6888.0,531.36,-49,1494,108978
36.9,A,F,19,7490.7,6888.0,532.59,-73,749,108978
36.9,A,F,19,7576.8,7134.0,526.44,-84,1407,108978
36.9,A,F,19,7601.4,6765.0,531.36,2,853,108978
36.9,A,F,19,7613.7,7011.0,527.67,37,507,108978
36.9,A,F,19,7638.3,7011.0,525.2099999999999,-40,1046,108978
36.9,A,F,19,7539.9,6888.0,532.59,-73,158,108978
36.9,A,F,19,7638.3,6765.0,530.13,-5,1836,108978
36.9,A,F,19,7626.0,6888.0,530.13,-83,1529,108978
36.9,A,F,19,7662.9,6519.0,533.8199999999999,57,727,108978
36.9,A,F,19,7675.2,7134.0,522.75,138,337,108978
36.9,A,F,19,7601.4,6888.0,530.13,160,1835,108978
36.9,A,F,19,7662.9,6765.0,527.67,149,1105,108978
36.9,A,F,19,7650.6,6519.0,533.8199999999999,5,473,108978
46.74,C,I,19,6961.8,7257.0,592.86,-48,1357,108978
51.66,A,F,5,7576.8,6888.0,594.09,-88,1015,108978
65.19,B,F,41,7539.9,7134.0,642.06,-28,1121,108978
44.28,A,E,9,7626.0,6642.0,560.88,-56,1530,109101
43.05,A,G,22,7503.0,6888.0,560.88,16,916,109101
43.05,A,G,22,7589.1,6888.0,558.42,45,1122,109101
43.05,A,H,19,7638.3,6642.0,559.65,62,154,109101
52.89,B,H,3,7601.4,7257.0,597.7800000000001,153,1534,109101
49.2,D,E,10,7749.0,7011.0,574.41,145,394,109224
55.35,A,H,4,7626.0,6642.0,605.16,124,1116,109224
38.13,A,F,19,7478.4,6888.0,544.89,92,757,109224
50.43,D,G,9,7269.3,7380.0,595.3199999999999,66,1672,109347
50.43,D,D,10,7687.5,7380.0,580.56,11,1595,109347
50.43,D,F,4,7736.7,7011.0,578.1,-72,435,109347
50.43,D,F,4,7638.3,7380.0,580.56,-42,598,109347
47.97,A,E,4,7367.7,7011.0,587.94,53,1131,109347
47.97,D,E,10,7392.3,7503.0,580.56,127,718,109347
47.97,B,E,10,7552.2,7134.0,575.64,89,153,109347
47.97,B,E,10,7687.5,7380.0,570.7199999999999,-54,1665,109347
50.43,A,D,10,7527.6,7011.0,587.94,-44,1746,109347
45.51,C,E,4,7724.4,7995.0,554.73,118,1769,109347
38.13,D,E,22,7527.6,7134.0,535.05,151,976,109470
49.2,D,F,4,7539.9,6642.0,590.4,159,359,109470
43.05,A,D,4,7478.4,7011.0,562.11,104,267,109470
52.89,D,E,4,7539.9,6888.0,596.55,100,194,109470
39.36,A,E,9,7662.9,6765.0,537.51,144,145,109470
39.36,A,E,22,7539.9,7011.0,543.66,16,725,109470
38.13,A,E,22,7589.1,6888.0,538.74,4,1248,109470
49.2,A,D,10,7589.1,7011.0,580.56,58,267,109470
49.2,A,F,4,7626.0,6888.0,581.7900000000001,22,1249,109470
46.74,D,E,4,7749.0,6888.0,567.0300000000001,24,482,109593
38.13,D,G,19,7576.8,6642.0,541.2,140,1810,109593
40.59,A,E,9,7601.4,6888.0,546.12,19,422,109593
39.36,B,G,19,7306.2,7380.0,547.35,28,138,109593
49.2,C,D,10,7810.5,6765.0,573.1800000000001,55,1704,109593
50.43,A,G,10,7650.6,7011.0,584.25,45,1736,109593
49.2,A,D,10,7650.6,6642.0,581.7900000000001,-21,1399,109593
38.13,A,G,19,7552.2,6765.0,536.2800000000001,-80,1156,109593
38.13,A,G,19,7613.7,6765.0,535.05,160,1486,109593
38.13,A,G,19,7576.8,6888.0,538.74,-75,164,109593
38.13,A,G,19,7503.0,6888.0,538.74,33,1330,109593
38.13,A,G,19,7539.9,6642.0,538.74,79,1095,109593
38.13,A,G,19,7552.2,6888.0,538.74,49,1050,109593
38.13,A,G,19,7699.8,6519.0,536.2800000000001,96,1582,109593
38.13,A,G,19,7601.4,6888.0,532.59,-83,285,109593
