area,rooms,floor,elev,parking,type,price
163,7,2,1,0,1,1819000
95,4,1,0,0,1,1133000
221,10,11,1,1,3,4404000
115,5,7,0,1,1,1335000
58,2,8,1,2,1,1064000
196,9,8,1,2,3,4232000
124,5,10,1,1,3,3497000
70,3,1,1,2,2,1740000
197,9,4,0,0,1,1912000
60,2,10,0,2,3,2635000
63,2,12,1,0,3,2720000
179,8,7,1,1,2,2863000
64,2,3,0,2,3,2690000
47,1,12,1,0,2,1366000
255,12,8,1,2,1,2952000
240,11,2,0,1,2,3248000
150,7,8,1,2,1,2112000
86,3,11,1,1,1,1275000
82,3,4,1,1,2,1824000
166,7,12,1,1,2,2715000
191,9,3,1,0,1,2142000
202,9,5,1,2,2,3045000
124,5,12,0,0,2,1858000
43,1,12,0,1,3,2346000
128,5,3,1,0,2,2076000
183,8,12,1,1,1,2134000
212,10,10,0,2,3,4129000
92,4,7,1,1,1,1261000
155,7,6,0,2,1,1824000
48,1,1,1,2,3,2577000
257,12,6,1,0,3,4635000
183,8,6,0,2,1,2050000
112,5,10,1,2,3,3520000
143,6,6,1,1,1,1813000
44,1,5,1,0,3,2427000
166,7,12,0,1,1,1683000
115,5,10,1,1,3,3264000
185,8,1,1,0,2,2660000
49,1,1,1,0,2,1264000
228,10,10,1,2,3,4554000
217,10,7,1,1,2,3121000
162,7,7,0,1,2,2371000
133,6,9,1,0,2,2289000
93,4,4,1,1,1,1365000
116,5,7,1,2,2,2344000
220,10,10,0,2,3,4158000
232,11,1,1,0,3,4392000
52,2,11,0,2,1,867000
120,5,1,0,0,3,3045000
253,12,12,1,2,2,3635000
130,6,11,0,0,3,3137000
149,6,9,1,2,1,1980000
81,3,11,1,2,2,1868000
73,3,9,0,0,1,831000
144,6,1,0,2,2,2480000
155,7,9,0,0,3,3353000
121,5,2,1,1,2,2150000
132,6,1,1,1,2,2280000
146,6,5,1,1,3,3676000
206,9,7,0,1,3,3886000
120,5,4,0,2,1,1347000
174,8,12,1,0,3,3882000
186,8,3,1,2,2,2807000
106,4,6,0,0,3,2814000
168,7,9,1,0,2,2442000
82,3,5,1,2,1,1285000
145,6,5,1,1,3,3523000
95,4,10,0,2,2,1763000
210,10,8,0,2,2,2898000
203,9,8,1,2,1,2491000
187,8,8,1,1,2,2810000
122,5,10,0,1,2,1950000
170,8,10,0,1,2,2418000
42,1,10,0,1,2,1094000
43,1,9,1,1,2,1343000
209,9,11,0,2,3,3978000
203,9,9,1,1,3,4215000
170,8,11,1,2,2,2712000
69,2,1,1,0,3,2697000
82,3,5,1,0,2,1617000
81,3,12,0,1,2,1633000
254,12,11,0,2,3,4686000
223,10,2,0,0,2,3027000
79,3,3,1,0,1,1078000
183,8,2,0,0,3,3672000
191,9,10,1,2,3,4196000
226,10,10,0,0,3,4052000
158,7,1,0,2,3,3690000
216,10,12,1,0,2,3043000
136,6,10,1,2,2,2416000
172,8,1,0,2,3,3969000
133,6,8,1,0,3,3449000
167,7,11,1,0,3,3730000
188,8,9,0,2,1,2078000
147,6,3,1,1,2,2445000
106,4,9,1,0,1,1299000
146,6,2,0,1,2,2281000
253,12,2,1,0,1,2839000
108,4,2,0,2,3,3182000
49,1,2,0,1,3,2538000
90,4,10,1,1,2,1940000
168,7,6,1,0,2,2587000
45,1,3,1,1,2,1376000
83,3,12,0,0,2,1436000
145,6,9,0,0,3,3344000
171,8,10,1,1,1,2187000
206,9,12,1,1,2,3028000
103,4,11,0,2,1,1376000
73,3,1,1,1,2,1717000
91,4,8,1,0,3,3023000
73,3,3,1,1,2,1709000
81,3,4,0,1,1,921000
202,9,10,0,2,2,2800000
74,3,11,1,0,1,1074000
84,3,2,1,1,2,1821000
197,9,6,0,2,3,4024000
118,5,7,0,2,3,3195000
166,7,12,0,1,1,1827000
64,2,10,0,2,1,849000
224,10,6,0,0,1,2100000
173,8,8,0,2,1,2009000
185,8,9,0,2,2,2655000
230,11,10,0,0,1,2464000
63,2,10,1,2,3,2969000
233,11,7,0,1,1,2497000
205,9,12,0,2,2,2944000
224,10,12,0,2,3,4286000
255,12,9,1,0,2,3504000
67,2,1,0,1,2,1453000
167,7,5,1,0,1,1929000
100,4,4,1,1,3,3065000
185,8,7,0,2,2,2644000
92,4,8,0,0,3,2805000
113,5,2,1,2,2,2234000
254,12,9,1,1,1,2951000
112,5,5,0,0,2,1819000
227,10,7,1,2,1,2650000
93,4,6,1,0,3,2960000
142,6,4,1,2,1,1905000
179,8,10,1,2,3,4066000
197,9,6,1,1,2,2923000
101,4,5,1,0,1,1325000
56,2,4,1,0,3,2623000
221,10,5,0,0,1,2293000
112,5,4,0,0,3,3115000
48,1,11,0,0,1,602000
258,12,1,0,2,1,2918000
254,12,3,0,2,2,3518000
195,9,10,1,1,3,4156000
99,4,10,0,2,3,2935000
254,12,7,1,2,2,3594000
196,9,12,0,1,2,2794000
146,6,10,1,2,2,2501000
123,5,7,0,1,1,1273000
59,2,7,0,1,1,743000
179,8,10,1,0,3,3942000
103,4,8,1,2,3,3339000
76,3,4,0,0,3,2581000
79,3,2,1,0,2,1578000
137,6,8,0,0,2,2115000
237,11,7,0,1,3,4246000
205,9,3,1,2,3,4288000
177,8,10,1,1,1,2126000
123,5,9,1,1,3,3371000
175,8,2,0,0,1,1993000
90,4,8,0,1,3,2898000
189,8,8,0,0,1,1910000
235,11,3,1,0,3,4427000
259,12,8,0,0,1,2663000
115,5,12,1,1,3,3369000
192,9,8,0,0,2,2481000
92,4,6,1,0,2,1752000
258,12,11,1,1,2,3497000
64,2,5,1,1,1,1010000
229,10,10,0,0,1,2269000
125,5,9,1,1,3,3437000
166,7,2,0,2,3,3700000
245,11,4,1,2,3,4657000
145,6,5,0,0,1,1459000
253,12,10,1,2,3,4849000
42,1,11,0,2,2,1117000
132,6,8,0,0,1,1468000
157,7,12,1,0,1,1970000
97,4,11,1,2,1,1431000
142,6,4,1,1,2,2354000
45,1,12,0,2,3,2552000
207,9,1,1,2,3,4372000
53,2,9,1,2,1,992000
153,7,9,1,2,2,2651000
102,4,2,1,0,2,1928000
158,7,11,1,1,2,2573000
70,3,3,0,0,2,1414000
45,1,11,1,0,3,2538000
77,3,9,0,0,2,1398000
49,1,12,0,2,1,724000
133,6,7,0,0,3,3170000
156,7,2,1,2,1,2038000
140,6,12,1,1,1,1788000
80,3,9,1,2,2,1822000
165,7,5,0,0,1,1598000
175,8,3,1,1,1,2076000
69,2,9,1,0,2,1481000
142,6,1,0,0,3,3303000
122,5,5,1,2,1,1625000
189,8,1,1,0,2,2743000
142,6,10,0,0,1,1472000
189,8,7,0,2,2,2620000
43,1,11,0,0,3,2308000
89,3,7,1,0,3,2903000
106,4,9,0,1,3,2884000
76,3,7,0,1,2,1449000
80,3,1,0,2,3,3001000
85,3,8,1,2,3,3029000
46,1,4,0,0,2,1015000
65,2,3,1,0,3,2607000
221,10,5,1,0,3,4256000
246,11,7,1,0,3,4489000
52,2,3,1,0,3,2655000
179,8,2,1,0,2,2638000
209,9,6,1,2,1,2540000
62,2,3,0,0,2,1456000
204,9,6,1,1,1,2376000
86,3,10,1,1,3,3017000
184,8,6,1,1,2,2762000
109,4,8,0,0,1,1064000
63,2,8,0,2,2,1438000
218,10,5,1,2,3,4481000
256,12,1,0,1,1,2833000
158,7,3,1,1,2,2563000
122,5,5,0,1,3,3093000
132,6,2,0,0,2,2139000
129,5,5,0,0,1,1289000
225,10,8,0,2,3,4194000
259,12,1,1,2,3,4711000
230,11,10,1,1,1,2735000
216,10,4,1,0,3,4254000
173,8,2,0,1,3,3816000
116,5,3,1,0,2,1985000
254,12,11,1,1,1,2977000
207,9,7,0,1,1,2108000
61,2,6,0,1,1,690000
126,5,9,0,2,2,2106000
172,8,11,1,2,3,4090000
192,9,12,0,0,1,1938000
139,6,6,0,2,3,3339000
79,3,5,0,0,2,1382000
231,11,1,1,1,1,2715000
89,3,10,0,2,2,1632000
163,7,6,0,2,1,1818000
257,12,10,1,1,2,3556000
60,2,1,0,0,3,2483000
228,10,1,0,1,1,2433000
52,2,2,0,2,1,926000
228,10,5,1,0,2,3082000
199,9,6,0,1,3,3981000
64,2,5,1,0,2,1484000
159,7,3,1,2,1,2018000
102,4,8,0,2,3,3048000
210,10,9,0,0,3,3993000
245,11,9,1,2,1,2849000
183,8,8,1,0,3,3934000
81,3,4,0,2,1,960000
157,7,10,0,0,3,3411000
155,7,6,1,1,2,2479000
221,10,2,1,2,3,4375000
132,6,2,1,2,2,2397000
183,8,10,1,2,3,4032000
234,11,8,1,0,1,2608000
58,2,7,1,2,3,2856000
202,9,4,1,2,2,3025000
149,6,1,1,0,2,2275000
191,9,9,1,1,2,2887000
222,10,9,0,1,3,4163000
93,4,11,0,0,1,1068000
243,11,7,0,2,2,3255000
205,9,9,1,1,3,4262000
161,7,8,1,2,3,3936000
139,6,8,0,1,2,2138000
77,3,10,1,2,3,2942000
250,12,9,1,0,2,3388000
60,2,5,1,0,2,1392000
116,5,6,1,1,1,1531000
184,8,4,0,0,1,1762000
168,7,8,0,0,2,2311000
185,8,10,0,1,1,1986000
260,12,5,1,2,2,3641000
214,10,1,0,1,1,2409000
80,3,3,0,0,3,2766000
189,8,6,1,0,3,3874000
43,1,7,0,1,3,2302000
44,1,10,0,1,3,2415000
195,9,5,1,2,2,3072000
151,7,4,1,0,3,3571000
205,9,4,0,2,3,4024000
221,10,11,0,1,1,2393000
221,10,12,1,2,3,4568000
107,4,10,1,0,1,1389000
40,1,5,1,0,3,2431000
69,2,6,0,2,1,790000
198,9,3,0,2,1,2372000
86,3,9,0,0,2,1499000
215,10,7,0,1,2,2862000
217,10,2,0,0,1,2360000
240,11,12,1,1,3,4586000
68,2,3,0,2,3,2782000
100,4,3,0,2,2,1908000
212,10,1,0,2,3,4351000
71,3,5,1,0,2,1624000
113,5,9,1,0,3,3236000
249,11,4,1,2,1,2936000
192,9,11,0,0,1,1982000
99,4,7,0,0,3,2892000
79,3,2,0,1,1,1114000
186,8,4,0,1,1,1943000
77,3,9,1,1,3,2978000
193,9,8,0,1,3,3921000
128,5,5,1,1,2,2282000
74,3,5,0,0,1,814000
190,9,3,0,2,3,4105000
47,1,12,0,0,1,482000
154,7,3,1,0,2,2470000
228,10,2,1,1,1,2610000
249,11,12,1,1,1,2792000
216,10,5,1,2,1,2640000
249,11,9,1,0,2,3323000
154,7,3,1,2,1,2035000
47,1,2,0,0,1,585000
131,6,10,1,1,2,2245000
213,10,6,1,0,3,4212000
254,12,5,0,1,1,2719000
172,8,6,0,2,3,3705000
183,8,11,1,2,2,2855000
167,7,8,1,1,2,2513000
244,11,2,0,0,3,4379000
104,4,8,0,0,1,1094000
127,5,7,0,2,3,3253000
112,5,7,1,0,3,3237000
179,8,8,1,1,1,2178000
71,3,2,1,0,2,1663000
60,2,5,0,2,3,2658000
245,11,6,1,1,2,3443000
53,2,6,0,1,2,1246000
149,6,5,1,2,2,2383000
121,5,12,1,1,3,3426000
73,3,7,0,1,3,2701000
59,2,11,0,2,2,1348000
179,8,5,1,1,3,3913000
44,1,4,0,2,2,1245000
206,9,8,0,1,2,2696000
125,5,6,1,2,2,2180000
251,12,12,1,0,2,3471000
132,6,6,1,0,1,1599000
86,3,11,1,1,2,1836000
169,7,10,1,1,1,1932000
119,5,7,0,2,2,1979000
140,6,6,0,0,2,2068000
197,9,9,0,2,2,2746000
98,4,7,0,2,2,1837000
102,4,8,1,0,2,1859000
236,11,10,1,0,3,4375000
249,11,6,1,1,3,4597000
85,3,5,1,2,1,1318000
126,5,1,1,1,3,3402000
227,10,3,1,2,1,2642000
193,9,1,0,0,1,2109000
202,9,6,0,0,1,2041000
201,9,12,1,0,3,4158000
247,11,7,1,2,1,2953000
158,7,1,1,1,3,3819000
194,9,8,1,0,1,2260000
102,4,11,0,1,1,1086000
79,3,5,0,0,1,687000
151,7,6,0,1,2,2171000
53,2,7,0,0,2,1239000
93,4,2,0,1,1,1208000
112,5,6,0,0,1,1163000
61,2,3,1,0,1,760000
259,12,4,1,0,1,2858000
222,10,3,1,2,2,3330000
210,10,11,1,2,3,4395000
226,10,3,1,1,1,2629000
102,4,7,1,0,1,1254000
191,9,8,1,2,1,2368000
63,2,1,0,2,1,965000
132,6,4,1,1,1,1772000
206,9,12,0,2,1,2213000
125,5,9,1,0,3,3306000
105,4,4,0,2,3,2937000
91,4,1,0,2,3,3105000
201,9,11,0,0,2,2666000
260,12,6,1,0,3,4615000
201,9,2,0,2,1,2292000
126,5,10,1,0,2,2106000
156,7,11,0,2,2,2386000
125,5,7,1,2,1,1672000
133,6,7,0,0,3,3229000
217,10,2,1,0,2,2958000
118,5,6,0,2,3,3149000
45,1,9,0,1,3,2381000
54,2,8,1,0,1,937000
74,3,12,1,2,3,3030000
75,3,5,1,2,2,1923000
52,2,11,0,0,1,626000
258,12,12,0,1,3,4416000
62,2,7,0,1,3,2457000
176,8,12,0,1,3,3690000
102,4,2,1,1,3,3160000
175,8,5,1,0,1,2016000
260,12,4,0,1,3,4480000
200,9,6,0,1,3,3962000
201,9,11,1,0,3,4118000
79,3,2,1,2,2,1830000
239,11,2,1,1,2,3280000
211,10,10,0,2,2,3019000
65,2,5,0,0,3,2396000
173,8,11,0,2,1,2072000
64,2,1,0,2,1,956000
106,4,9,1,1,3,3251000
177,8,12,0,2,2,2622000
172,8,2,0,0,2,2432000
190,9,11,1,1,1,2292000
105,4,7,0,2,2,1896000
75,3,1,0,2,2,1728000
163,7,7,1,2,1,2111000
88,3,9,1,2,3,3119000
68,2,1,1,1,1,986000
169,7,10,0,2,3,3635000
70,3,2,1,0,3,2762000
136,6,1,1,2,2,2408000
121,5,7,1,0,2,2032000
69,2,7,1,2,2,1791000
42,1,9,1,1,2,1386000
79,3,11,0,0,2,1487000
115,5,11,0,0,3,3082000
81,3,9,1,0,2,1763000
62,2,3,0,2,3,2682000
212,10,10,0,1,1,2255000
156,7,3,0,0,2,2367000
114,5,1,0,0,3,3080000
230,11,4,1,1,1,2756000
252,12,12,0,2,2,3436000
137,6,10,1,1,3,3522000
248,11,3,1,1,1,2705000
191,9,2,0,0,2,2662000
242,11,4,1,2,2,3474000
162,7,7,0,1,3,3531000
102,4,1,0,2,3,3135000
215,10,9,0,0,3,4125000
193,9,6,0,2,1,2191000
157,7,5,0,1,2,2206000
142,6,6,0,1,1,1496000
162,7,6,0,2,2,2413000
152,7,3,1,0,1,1848000
176,8,7,1,0,3,3775000
42,1,11,1,2,1,873000
43,1,8,0,2,3,2389000
194,9,3,1,0,3,4107000
179,8,1,1,0,2,2623000
122,5,5,0,2,1,1436000
128,5,10,0,2,2,2026000
253,12,11,0,0,1,2611000
123,5,4,0,1,3,3117000
251,12,12,1,1,1,2954000
154,7,8,0,2,2,2301000
254,12,11,1,1,1,2998000
248,11,12,0,0,3,4192000
63,2,1,0,2,2,1580000
160,7,8,0,1,2,2496000
43,1,12,1,0,1,737000
128,5,10,0,1,3,3215000
95,4,5,0,1,2,1616000
156,7,4,0,2,1,1768000
118,5,12,0,2,1,1455000
167,7,11,1,2,2,2698000
88,3,8,0,0,1,839000
62,2,6,0,1,2,1439000
227,10,9,1,0,1,2441000
253,12,1,1,0,3,4651000
112,5,7,0,1,2,1870000
200,9,12,0,0,3,3835000
123,5,6,0,2,1,1404000
65,2,5,1,1,3,2825000
254,12,4,1,0,1,2861000
166,7,9,0,0,3,3451000
202,9,3,0,1,3,4107000
103,4,7,1,1,1,1414000
254,12,1,0,0,2,3331000
158,7,3,0,1,1,1902000
73,3,2,1,2,2,1772000
196,9,5,1,1,3,4174000
191,9,3,0,1,2,2841000
199,9,2,0,0,3,3954000
214,10,5,1,1,2,3151000
229,10,12,1,2,1,2745000
209,9,11,1,1,3,4198000
245,11,4,0,1,2,3091000
209,9,7,0,2,1,2203000
216,10,4,1,2,3,4463000
94,4,8,1,1,2,1913000
192,9,6,0,2,1,2093000
107,4,8,1,0,3,3138000
158,7,4,0,1,1,1614000
85,3,11,1,1,3,3037000
85,3,4,0,2,2,1614000
190,9,4,0,1,3,3937000
67,2,7,0,0,3,2330000
257,12,11,1,1,2,3532000
55,2,6,0,2,1,805000
55,2,2,1,0,1,859000
112,5,4,1,0,2,1965000
204,9,1,1,0,1,2246000
62,2,1,0,1,3,2664000
111,5,3,1,2,2,2131000
110,5,9,1,2,3,3393000
185,8,11,0,0,2,2572000
181,8,8,1,2,3,4048000
161,7,8,1,1,3,3761000
106,4,10,1,1,3,3194000
217,10,4,0,1,1,2367000
89,3,5,1,0,3,2919000
83,3,2,1,1,1,1196000
154,7,1,1,1,1,1856000
147,6,9,0,1,2,2109000
239,11,6,1,1,2,3398000
244,11,11,0,1,2,3061000
108,4,5,0,1,1,1135000
202,9,7,0,0,1,2003000
202,9,7,1,1,1,2420000
132,6,5,0,2,2,2174000
71,3,6,1,0,2,1582000
61,2,8,1,0,2,1428000
42,1,11,1,0,3,2526000
126,5,9,0,1,1,1299000
150,7,9,1,2,3,3918000
246,11,12,0,0,2,3135000
167,7,9,1,1,3,3886000
92,4,4,0,2,3,2962000
163,7,7,0,2,1,1859000
177,8,9,0,0,2,2378000
87,3,12,0,1,2,1582000
111,5,1,0,1,2,2057000
223,10,8,1,1,1,2716000
99,4,9,0,0,1,940000
53,2,4,0,0,1,623000
225,10,1,0,1,3,4244000
146,6,8,0,2,1,1678000
204,9,2,1,2,1,2430000
129,5,3,0,2,3,3341000
205,9,6,1,0,1,2282000
118,5,3,1,1,3,3328000
157,7,4,0,0,3,3326000
187,8,4,1,1,3,3998000
146,6,1,0,0,2,2104000
179,8,7,0,2,2,2557000
112,5,2,1,1,2,2054000
215,10,2,0,0,1,2293000
209,9,6,0,1,3,3938000
61,2,3,1,2,3,2883000
54,2,8,1,1,3,2735000
126,5,2,1,2,3,3512000
186,8,12,0,2,2,2655000
73,3,9,1,1,1,1219000
111,5,4,1,0,3,3237000
159,7,2,0,1,2,2434000
213,10,4,1,2,2,3151000
69,2,1,1,2,1,1096000
154,7,11,1,1,3,3738000
244,11,10,0,0,2,3130000
79,3,12,1,2,2,1939000
183,8,6,0,2,2,2565000
165,7,7,1,1,1,1871000
156,7,5,1,1,3,3611000
238,11,9,0,1,2,3229000
181,8,11,1,1,3,3946000
225,10,2,1,0,2,3109000
206,9,11,1,2,3,4249000
88,3,10,1,2,1,1211000
111,5,12,1,2,2,2241000
173,8,1,1,0,2,2544000
78,3,12,0,0,1,856000
167,7,2,0,1,3,3705000
239,11,10,0,1,3,4286000
194,9,2,1,2,3,4203000
113,5,8,0,2,2,1982000
149,6,7,0,1,2,2220000
44,1,9,1,0,2,1299000
255,12,2,1,0,3,4574000
132,6,1,0,0,1,1569000
220,10,1,0,0,2,2919000
173,8,12,1,1,3,3956000
217,10,2,1,1,3,4371000
220,10,4,0,2,2,2902000
227,10,4,0,1,2,3002000
229,10,2,1,2,2,3368000
154,7,4,1,0,2,2425000
225,10,12,1,2,1,2640000
103,4,4,0,2,1,1261000
209,9,5,0,2,1,2283000
120,5,12,1,2,3,3523000
100,4,5,0,2,1,1237000
123,5,7,0,0,2,1866000
45,1,11,0,1,1,602000
67,2,10,0,1,3,2611000
71,3,7,0,1,1,840000
71,3,9,1,1,3,2896000
134,6,6,1,0,1,1540000
173,8,9,0,0,2,2377000
172,8,10,0,1,2,2451000
77,3,5,0,0,2,1441000
233,11,7,1,1,1,2758000
203,9,7,0,1,2,2808000
241,11,7,1,0,1,2625000
109,4,3,0,2,1,1373000
46,1,4,1,2,3,2771000
67,2,3,0,0,1,797000
111,5,10,0,2,2,1972000
196,9,4,0,2,1,2119000
240,11,10,0,2,1,2652000
162,7,11,1,2,2,2701000
118,5,12,1,0,2,2087000
53,2,12,1,1,2,1613000
153,7,12,0,0,2,2243000
100,4,9,1,0,2,1898000
191,9,7,0,1,2,2677000
199,9,11,0,1,1,2198000
128,5,9,0,2,1,1505000
78,3,11,0,0,1,855000
252,12,10,1,1,1,2953000
206,9,4,0,0,2,2621000
128,5,1,0,2,3,3425000
81,3,11,1,2,1,1180000
65,2,1,1,0,2,1520000
236,11,11,0,0,2,3068000
88,3,11,0,0,2,1408000
166,7,11,0,2,2,2548000
137,6,12,0,0,3,3162000
200,9,6,1,2,2,3154000
189,8,7,1,1,3,3990000
231,11,8,0,2,3,4438000
217,10,5,1,0,2,3061000
53,2,8,1,0,3,2582000
113,5,4,1,0,2,1983000
58,2,1,1,0,1,825000
252,12,10,0,2,1,2786000
56,2,8,1,0,3,2699000
250,12,11,1,1,2,3570000
60,2,4,0,1,2,1278000
244,11,9,1,0,2,3389000
199,9,10,1,2,2,3048000
227,10,10,0,2,2,3053000
52,2,7,0,1,2,1178000
110,5,11,1,2,2,2282000
163,7,6,1,2,2,2627000
66,2,9,0,2,2,1562000
167,7,1,1,1,1,1982000
239,11,8,0,2,2,3091000
105,4,1,0,0,3,2897000
71,3,12,0,1,1,916000
76,3,7,1,2,2,1926000
41,1,10,1,1,1,707000
160,7,9,1,2,2,2741000
113,5,10,0,0,1,1280000
247,11,12,1,0,2,3388000
247,11,10,0,2,3,4404000
44,1,4,1,2,2,1511000
89,3,6,1,0,3,2913000
196,9,10,1,1,1,2277000
104,4,1,0,1,2,1843000
215,10,3,0,0,1,2408000
44,1,6,1,1,3,2609000
93,4,1,0,0,2,1725000
239,11,3,0,1,1,2610000
166,7,3,1,0,1,1860000
216,10,5,0,0,3,3988000
45,1,8,1,0,1,708000
121,5,4,0,2,1,1416000
106,4,4,0,2,1,1267000
175,8,1,0,0,1,1931000
52,2,4,1,2,1,989000
46,1,2,0,0,2,1171000
255,12,1,0,1,3,4563000
127,5,2,1,1,1,1551000
88,3,5,0,0,3,2602000
134,6,8,0,2,1,1567000
77,3,11,1,0,3,2886000
62,2,6,0,2,3,2636000
118,5,3,1,1,3,3336000
194,9,4,0,1,2,2727000
217,10,4,0,1,1,2316000
88,3,1,1,2,3,2970000
137,6,3,1,1,1,1792000
203,9,12,0,0,1,2132000
161,7,6,0,0,3,3462000
117,5,9,1,0,2,2066000
111,5,1,1,2,2,2174000
255,12,8,0,2,2,3354000
223,10,12,0,2,2,2980000
76,3,3,1,0,3,2846000
244,11,12,0,2,1,2693000
146,6,10,0,0,1,1511000
88,3,9,1,1,3,3073000
165,7,12,1,1,1,2011000
41,1,12,0,0,2,1068000
110,5,9,1,1,3,3420000
207,9,12,1,0,1,2298000
245,11,12,0,2,2,3313000
243,11,11,1,2,2,3481000
49,1,12,0,1,2,1321000
184,8,6,1,2,1,2243000
63,2,3,0,1,2,1436000
146,6,10,1,0,3,3609000
74,3,8,1,1,3,3012000
133,6,11,1,2,1,1835000
235,11,5,1,1,1,2661000
156,7,4,0,0,2,2114000
79,3,8,1,0,1,997000
234,11,2,0,2,3,4554000
128,5,8,1,2,2,2288000
258,12,10,1,1,1,2894000
184,8,6,1,1,2,2845000
221,10,6,1,1,1,2487000
127,5,2,0,0,1,1448000
193,9,11,0,1,2,2694000
112,5,2,1,1,2,2141000
237,11,3,1,0,1,2589000
139,6,11,1,0,2,2305000
177,8,10,0,0,1,1754000
167,7,4,0,1,3,3618000
92,4,1,0,2,3,3027000
46,1,7,0,2,2,1166000
40,1,8,0,2,2,1177000
114,5,1,0,2,2,2073000
234,11,4,1,0,1,2561000
142,6,10,0,1,2,2209000
179,8,6,1,2,3,3994000
121,5,7,0,0,3,3088000
236,11,2,0,0,1,2560000
217,10,11,1,2,2,3243000
235,11,6,0,1,2,3049000
66,2,12,1,0,1,929000
216,10,5,1,2,3,4395000
252,12,7,0,1,3,4539000
148,6,12,0,0,3,3236000
226,10,2,1,0,3,4298000
186,8,10,1,1,1,2192000
250,12,8,1,1,2,3420000
137,6,6,0,0,2,2124000
221,10,6,0,2,3,4266000
60,2,10,1,1,1,986000
81,3,2,1,2,3,3045000
176,8,3,0,2,2,2682000
67,2,2,1,0,3,2666000
139,6,10,1,1,3,3517000
240,11,5,1,0,1,2651000
221,10,9,0,1,1,2376000
107,4,5,0,2,1,1253000
186,8,5,0,2,3,3944000
156,7,6,1,2,1,1981000
120,5,11,0,2,1,1379000
230,11,1,1,1,1,2766000
178,8,1,1,2,3,4010000
73,3,4,1,0,2,1554000
114,5,10,0,1,1,1325000
239,11,3,1,1,2,3262000
86,3,5,0,1,1,870000
134,6,6,0,1,2,1961000
94,4,1,1,1,1,1261000
104,4,11,1,1,1,1307000
43,1,8,0,0,3,2338000
241,11,4,0,1,1,2569000
69,2,10,0,2,1,913000
97,4,6,0,2,2,1805000
244,11,10,1,1,1,2749000
109,4,8,1,1,3,3145000
136,6,1,1,0,2,2241000
188,8,11,0,0,2,2403000
77,3,11,0,1,3,2669000
88,3,7,1,0,3,3003000
146,6,8,0,1,1,1612000
162,7,8,1,0,1,1944000
92,4,4,0,0,1,933000
231,11,7,0,1,2,3103000
138,6,1,0,0,3,3325000
110,5,6,0,2,2,2051000
61,2,11,0,1,1,706000
204,9,10,1,2,2,3101000
158,7,5,0,0,1,1543000
247,11,9,1,1,3,4650000
194,9,9,1,2,3,4228000
235,11,11,1,1,1,2804000
61,2,2,0,2,3,2824000
231,11,11,1,2,1,2781000
109,4,2,0,2,1,1422000
245,11,7,1,2,1,2972000
237,11,9,0,1,1,2466000
116,5,10,0,0,3,3074000
178,8,6,0,2,1,2005000
232,11,4,0,1,2,2997000
228,10,7,0,1,3,4137000
125,5,3,0,2,1,1575000
170,8,3,1,2,1,2225000
75,3,6,0,1,3,2760000
63,2,4,0,0,3,2372000
169,7,10,1,0,3,3787000
46,1,8,1,2,3,2616000
158,7,4,1,0,3,3708000
76,3,7,0,0,1,777000
116,5,9,1,0,1,1557000
249,11,10,1,2,3,4760000
68,2,12,1,0,3,2716000
137,6,11,0,0,3,3170000
246,11,6,0,1,2,3184000
201,9,1,1,2,3,4303000
89,3,11,1,2,3,3209000
56,2,6,1,1,1,1010000
154,7,3,1,1,2,2530000
56,2,2,1,2,3,2760000
233,11,11,0,2,1,2573000
126,5,5,1,1,1,1700000
212,10,12,0,1,3,4102000
44,1,4,0,1,2,1239000
71,3,4,1,1,1,1082000
147,6,5,1,0,2,2205000
87,3,10,1,0,3,2935000
170,8,8,1,0,3,3903000
257,12,2,0,0,2,3284000
187,8,10,1,0,3,3983000
143,6,11,1,0,2,2360000
102,4,6,0,0,3,2798000
169,7,12,1,2,1,2148000
49,1,12,0,1,2,1146000
217,10,8,1,1,3,4312000
193,9,9,0,0,2,2678000
179,8,2,0,1,2,2658000
178,8,4,0,2,1,1975000
155,7,4,0,0,3,3298000
132,6,10,0,0,2,1981000
186,8,10,1,2,3,4119000
211,10,4,0,1,2,2829000
44,1,8,0,2,2,1246000
214,10,4,1,2,2,3194000
154,7,6,0,2,2,2467000
172,8,4,1,1,3,3958000
136,6,10,0,1,2,2007000
179,8,6,1,1,3,3917000
220,10,3,1,2,1,2611000
197,9,6,0,0,3,3698000
190,9,1,1,0,1,2159000
235,11,3,1,0,2,3263000
108,4,8,0,2,1,1256000
40,1,8,1,0,3,2485000
221,10,5,0,1,3,4034000
43,1,12,0,2,3,2456000
210,10,11,1,2,2,3230000
174,8,8,0,1,1,1813000
74,3,9,0,1,1,947000
253,12,2,0,2,1,2855000
130,6,2,1,2,2,2262000
83,3,2,1,1,2,1778000
92,4,8,0,1,3,2795000
200,9,10,0,1,2,2816000
245,11,9,0,2,3,4496000
221,10,10,1,1,1,2644000
255,12,8,1,0,3,4653000
113,5,3,0,1,3,3146000
139,6,4,0,2,1,1544000
232,11,10,0,1,1,2393000
117,5,10,0,0,1,1241000
95,4,10,1,1,1,1355000
151,7,6,0,2,1,1791000
166,7,1,1,0,3,3743000
231,11,3,0,1,1,2564000
182,8,11,1,2,3,4086000
97,4,10,0,1,1,1174000
67,2,4,1,0,3,2765000
120,5,4,1,2,3,3418000
